epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,4880.48,1.84632,1.01582,2.31803,0.98637,0.98755,0.99211,0.81758,1.49706,0.53669,2.27426,0.0097228,0.0097228,0.0097228
16,5203.6,1.82412,1.00205,2.30808,0.98681,0.98922,0.99139,0.81745,1.48162,0.51483,2.26381,0.009703,0.009703,0.009703
17,5526.66,1.80814,0.97725,2.29733,0.9896,0.99043,0.99301,0.82422,1.45938,0.50226,2.23866,0.0096832,0.0096832,0.0096832
18,5849.75,1.79527,0.95924,2.2901,0.98074,0.98467,0.99125,0.82501,1.44303,0.50455,2.22601,0.0096634,0.0096634,0.0096634
19,6172.9,1.78018,0.94854,2.28212,0.99204,0.98992,0.99256,0.82679,1.42706,0.49357,2.21824,0.0096436,0.0096436,0.0096436
20,6496.03,1.77859,0.94945,2.27531,0.98632,0.99605,0.99336,0.83008,1.43062,0.49162,2.21625,0.0096238,0.0096238,0.0096238
21,6819.19,1.75174,0.9261,2.26369,0.98799,0.99143,0.9932,0.83159,1.42759,0.48177,2.20923,0.009604,0.009604,0.009604
22,7142.4,1.74769,0.92634,2.25967,0.99141,0.99143,0.9935,0.83221,1.39314,0.47291,2.19398,0.0095842,0.0095842,0.0095842
23,7465.53,1.7396,0.91521,2.26069,0.98565,0.98968,0.99275,0.83505,1.39412,0.47575,2.19453,0.0095644,0.0095644,0.0095644
24,7788.67,1.73675,0.90054,2.25155,0.98546,0.99353,0.99309,0.835,1.38653,0.46852,2.18205,0.0095446,0.0095446,0.0095446
25,8111.65,1.71086,0.88114,2.24312,0.9888,0.9926,0.99313,0.83853,1.37861,0.46678,2.18057,0.0095248,0.0095248,0.0095248
26,8434.63,1.71424,0.89262,2.24634,0.98805,0.99593,0.99356,0.84011,1.37621,0.46751,2.18282,0.009505,0.009505,0.009505
27,8757.86,1.70125,0.87682,2.23703,0.98701,0.99413,0.99317,0.84173,1.36133,0.46078,2.17473,0.0094852,0.0094852,0.0094852
28,9080.98,1.6934,0.87968,2.23092,0.9818,0.9872,0.9929,0.84056,1.36394,0.47289,2.17111,0.0094654,0.0094654,0.0094654
29,9404.14,1.68893,0.86435,2.23182,0.9878,0.99224,0.99295,0.8441,1.35748,0.45474,2.16491,0.0094456,0.0094456,0.0094456
30,9727.3,1.68458,0.84981,2.2295,0.98899,0.99571,0.99355,0.84279,1.35469,0.44892,2.16286,0.0094258,0.0094258,0.0094258
31,10049.9,1.68741,0.85358,2.23236,0.9885,0.99477,0.99297,0.84562,1.34504,0.44666,2.15958,0.009406,0.009406,0.009406
32,10372.8,1.67224,0.84845,2.22118,0.98534,0.99476,0.99305,0.84556,1.34343,0.44664,2.15771,0.0093862,0.0093862,0.0093862
33,10695.5,1.67315,0.83937,2.21946,0.99036,0.99283,0.99298,0.84606,1.3353,0.44184,2.15337,0.0093664,0.0093664,0.0093664
34,11018.2,1.66483,0.83584,2.21696,0.98856,0.99718,0.9932,0.84973,1.3321,0.43779,2.14722,0.0093466,0.0093466,0.0093466
35,11341,1.64761,0.8273,2.20993,0.98829,0.99658,0.99335,0.8482,1.32946,0.43874,2.145,0.0093268,0.0093268,0.0093268
36,11664,1.66037,0.82106,2.21745,0.98898,0.99483,0.99347,0.84706,1.3268,0.43525,2.14436,0.009307,0.009307,0.009307
37,11987.1,1.64383,0.82465,2.21048,0.98937,0.99679,0.99342,0.84883,1.3256,0.43126,2.14112,0.0092872,0.0092872,0.0092872
38,12310,1.63921,0.81313,2.20066,0.98867,0.99558,0.99335,0.8516,1.32239,0.433,2.13794,0.0092674,0.0092674,0.0092674
39,12633.1,1.64363,0.81557,2.20802,0.9854,0.99047,0.99298,0.84906,1.31992,0.44514,2.13638,0.0092476,0.0092476,0.0092476
40,12956.2,1.62232,0.80853,2.19642,0.98052,0.99215,0.99267,0.84916,1.31973,0.44142,2.13447,0.0092278,0.0092278,0.0092278
41,13279.1,1.61425,0.80415,2.19271,0.98497,0.99564,0.99274,0.85028,1.31676,0.43244,2.13449,0.009208,0.009208,0.009208
42,13602.1,1.63178,0.80251,2.20103,0.98171,0.99605,0.99252,0.85047,1.3121,0.43227,2.13167,0.0091882,0.0091882,0.0091882
43,13925.4,1.62317,0.79525,2.19355,0.98256,0.99613,0.99291,0.85071,1.30963,0.42946,2.13034,0.0091684,0.0091684,0.0091684
44,14248.5,1.61962,0.79392,2.19067,0.98651,0.99531,0.99289,0.85108,1.30824,0.42837,2.12873,0.0091486,0.0091486,0.0091486
45,14571.6,1.61553,0.79673,2.18974,0.98255,0.997,0.99277,0.84948,1.30792,0.42863,2.12792,0.0091288,0.0091288,0.0091288
46,14894.7,1.60733,0.79279,2.1861,0.98452,0.99579,0.99287,0.85061,1.30721,0.42799,2.12712,0.009109,0.009109,0.009109
47,15217.9,1.60865,0.78307,2.18438,0.98346,0.99644,0.99317,0.85259,1.30601,0.42666,2.12622,0.0090892,0.0090892,0.0090892
48,15540.7,1.59953,0.77391,2.18541,0.98351,0.99526,0.99317,0.85374,1.30522,0.42482,2.12636,0.0090694,0.0090694,0.0090694
49,15863.9,1.59993,0.78365,2.18674,0.9846,0.99543,0.99308,0.85382,1.30435,0.4261,2.12693,0.0090496,0.0090496,0.0090496
50,16186.9,1.59462,0.77579,2.17887,0.98654,0.99525,0.99262,0.85342,1.30443,0.42623,2.12739,0.0090298,0.0090298,0.0090298
51,16510,1.58977,0.76869,2.18027,0.98713,0.9946,0.99292,0.85429,1.3036,0.42652,2.12697,0.00901,0.00901,0.00901
52,16833,1.58497,0.76801,2.17911,0.98566,0.99451,0.99305,0.85358,1.3039,0.42664,2.12653,0.0089902,0.0089902,0.0089902
53,17156.1,1.58403,0.76499,2.17522,0.98709,0.99543,0.99312,0.85326,1.3029,0.42452,2.12612,0.0089704,0.0089704,0.0089704
54,17479.2,1.58177,0.76181,2.17403,0.98676,0.99322,0.99317,0.85363,1.30211,0.42587,2.12487,0.0089506,0.0089506,0.0089506
55,17802.7,1.58086,0.77172,2.17905,0.98549,0.99674,0.99323,0.85378,1.30145,0.42458,2.12398,0.0089308,0.0089308,0.0089308
56,18125.8,1.57353,0.76668,2.17243,0.98513,0.99606,0.9933,0.85426,1.30074,0.4231,2.12341,0.008911,0.008911,0.008911
57,18449.1,1.57028,0.75553,2.16606,0.98567,0.9957,0.99301,0.8545,1.29922,0.42337,2.12296,0.0088912,0.0088912,0.0088912
58,18772.4,1.57974,0.76499,2.17604,0.98366,0.99556,0.99301,0.85501,1.29891,0.42473,2.12216,0.0088714,0.0088714,0.0088714
59,19095.6,1.57023,0.76127,2.1719,0.98308,0.99628,0.99273,0.85447,1.29786,0.42311,2.12182,0.0088516,0.0088516,0.0088516
60,19419,1.56775,0.75567,2.16514,0.98448,0.995,0.99291,0.85434,1.29757,0.42282,2.1212,0.0088318,0.0088318,0.0088318
61,19742.3,1.57131,0.75264,2.17194,0.98478,0.99672,0.99345,0.85417,1.29659,0.42186,2.1208,0.008812,0.008812,0.008812
62,20065.4,1.56831,0.75696,2.17083,0.98531,0.99659,0.9935,0.85548,1.29676,0.42092,2.12085,0.0087922,0.0087922,0.0087922
63,20388.5,1.5639,0.75795,2.16393,0.98654,0.9965,0.99353,0.85477,1.29644,0.41956,2.12059,0.0087724,0.0087724,0.0087724
64,20711.5,1.55236,0.74632,2.15919,0.98724,0.99675,0.99342,0.85566,1.29643,0.41837,2.11969,0.0087526,0.0087526,0.0087526
65,21034.6,1.56166,0.74876,2.16455,0.98778,0.99191,0.99341,0.85523,1.29631,0.41998,2.11919,0.0087328,0.0087328,0.0087328
66,21357.7,1.55726,0.74955,2.16006,0.98808,0.99605,0.99353,0.85535,1.29539,0.41764,2.11859,0.008713,0.008713,0.008713
67,21681,1.55605,0.75377,2.15954,0.98792,0.99583,0.99351,0.85556,1.2953,0.41837,2.1181,0.0086932,0.0086932,0.0086932
68,22004.1,1.54679,0.73816,2.15878,0.9901,0.9965,0.99348,0.85569,1.29441,0.41619,2.11753,0.0086734,0.0086734,0.0086734
69,22327.4,1.5414,0.74409,2.15506,0.98892,0.99617,0.99348,0.85633,1.29443,0.41652,2.11706,0.0086536,0.0086536,0.0086536
70,22650.4,1.54794,0.74569,2.15383,0.9871,0.99557,0.99339,0.85592,1.29416,0.41789,2.11703,0.0086338,0.0086338,0.0086338
71,22973.6,1.54301,0.74773,2.15432,0.98804,0.99577,0.9933,0.85642,1.29352,0.41602,2.11652,0.008614,0.008614,0.008614
72,23296.5,1.54446,0.73855,2.15959,0.98668,0.99592,0.99341,0.85658,1.29269,0.41599,2.11612,0.0085942,0.0085942,0.0085942
73,23619.7,1.54148,0.74157,2.15208,0.98755,0.99591,0.99337,0.8565,1.29227,0.41626,2.11576,0.0085744,0.0085744,0.0085744
74,23943,1.5402,0.74079,2.15424,0.98597,0.99567,0.99342,0.85735,1.29157,0.41687,2.11603,0.0085546,0.0085546,0.0085546
75,24266.1,1.53912,0.73645,2.15027,0.98658,0.99537,0.99343,0.85816,1.29108,0.41637,2.11541,0.0085348,0.0085348,0.0085348
76,24589.5,1.53432,0.73102,2.15327,0.98694,0.9961,0.99347,0.85886,1.29008,0.41517,2.11489,0.008515,0.008515,0.008515
77,24912.8,1.52907,0.73377,2.14345,0.98655,0.99664,0.99343,0.85799,1.29023,0.41517,2.1153,0.0084952,0.0084952,0.0084952
